game_uid,ply,player,r,c,shape,time_sec,legal_count,had_immediate_win,chose_immediate_win,gave_opp_immediate_win,is_center,note
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4040002__Bstart,6,B,1,0,CIRCLE,0.393973,14,0,0,1,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4040002__Bstart,7,A,0,1,DIAMOND,0.000624,23,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,0,A,1,1,CIRCLE,1.280364,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,1,B,1,2,SQUARE,1.300329,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,2,A,3,0,SQUARE,1.257181,50,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,3,B,3,3,CIRCLE,1.300493,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,4,A,2,1,DIAMOND,1.256138,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,5,B,0,2,TRIANGLE,0.910886,29,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,6,A,1,0,CIRCLE,0.154025,23,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,7,B,2,2,SQUARE,0.048426,22,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,8,A,0,0,SQUARE,0.019560,14,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,9,B,2,0,TRIANGLE,0.016697,13,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,10,A,2,3,DIAMOND,0.001649,6,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050001__Astart,11,B,3,2,CIRCLE,0.000370,2,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,0,B,1,1,CIRCLE,1.301050,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,1,A,2,2,CIRCLE,1.264477,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,2,B,0,2,SQUARE,1.300477,49,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,3,A,3,1,SQUARE,1.257336,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,4,B,0,3,TRIANGLE,1.300598,36,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,5,A,3,0,DIAMOND,0.249912,27,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,6,B,1,2,SQUARE,0.594871,23,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,7,A,3,2,TRIANGLE,0.073913,21,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,8,B,2,1,TRIANGLE,0.394561,13,0,0,1,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050002__Bstart,9,A,2,0,CIRCLE,0.000256,14,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,0,A,1,1,CIRCLE,1.277345,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,1,B,1,2,SQUARE,1.300536,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,2,A,3,0,SQUARE,1.259988,50,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,3,B,3,3,CIRCLE,1.300532,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,4,A,2,1,DIAMOND,1.255266,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,5,B,0,2,TRIANGLE,0.899622,29,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,6,A,1,0,CIRCLE,0.150226,23,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,7,B,2,2,SQUARE,0.047276,22,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,8,A,0,0,SQUARE,0.019363,14,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,9,B,2,0,TRIANGLE,0.016774,13,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,10,A,2,3,DIAMOND,0.001653,6,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060001__Astart,11,B,3,2,CIRCLE,0.000331,2,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,0,B,1,2,CIRCLE,1.300863,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,1,A,2,1,CIRCLE,1.262138,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,2,B,1,1,SQUARE,1.300683,49,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,3,A,0,0,TRIANGLE,1.258704,41,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,4,B,2,2,SQUARE,1.300618,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,5,A,1,3,DIAMOND,0.313738,30,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,6,B,1,0,CIRCLE,0.393978,14,0,0,1,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060002__Bstart,7,A,0,1,DIAMOND,0.000631,23,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,0,A,1,1,CIRCLE,1.274319,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,1,B,2,2,CIRCLE,1.300791,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,2,A,0,2,SQUARE,1.258204,49,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,3,B,1,0,SQUARE,1.300369,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,4,A,0,3,TRIANGLE,0.841721,36,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,5,B,2,1,TRIANGLE,0.987086,27,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,6,A,0,0,DIAMOND,0.071182,24,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,7,B,1,2,DIAMOND,0.393959,20,0,0,1,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070001__Astart,8,A,0,1,CIRCLE,0.000257,17,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,0,B,1,2,CIRCLE,1.300630,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,1,A,2,1,CIRCLE,1.263379,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,2,B,1,1,SQUARE,1.300940,49,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,3,A,0,0,TRIANGLE,1.256004,41,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,4,B,2,2,SQUARE,1.300595,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,5,A,1,3,DIAMOND,0.312211,30,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,6,B,1,0,CIRCLE,0.394004,14,0,0,1,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070002__Bstart,7,A,0,1,DIAMOND,0.000639,23,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,0,A,1,1,CIRCLE,1.278788,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,1,B,1,2,SQUARE,1.300487,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,2,A,3,0,SQUARE,1.259073,50,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,3,B,3,3,CIRCLE,1.300332,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,4,A,2,1,DIAMOND,1.254874,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,5,B,0,2,TRIANGLE,0.903558,29,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,6,A,1,0,CIRCLE,0.151345,23,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,7,B,2,2,SQUARE,0.048007,22,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,8,A,0,0,SQUARE,0.019433,14,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,9,B,2,0,TRIANGLE,0.016742,13,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,10,A,2,3,DIAMOND,0.001656,6,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080001__Astart,11,B,3,2,CIRCLE,0.000335,2,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,0,B,1,1,CIRCLE,1.300310,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,1,A,2,2,CIRCLE,1.267001,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,2,B,1,2,SQUARE,1.300455,49,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,3,A,0,3,TRIANGLE,1.256859,41,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,4,B,2,1,SQUARE,1.300534,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,5,A,1,0,DIAMOND,0.322875,30,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,6,B,1,3,CIRCLE,0.394012,14,0,0,1,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080002__Bstart,7,A,0,2,DIAMOND,0.000667,23,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,0,A,1,1,CIRCLE,1.275841,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,1,B,1,2,SQUARE,1.300288,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,2,A,3,0,SQUARE,1.259151,50,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,3,B,3,3,CIRCLE,1.300516,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,4,A,2,1,DIAMOND,1.255886,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,5,B,0,2,TRIANGLE,0.905899,29,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,6,A,1,0,CIRCLE,0.150990,23,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,7,B,2,2,SQUARE,0.048053,22,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,8,A,0,0,SQUARE,0.019531,14,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,9,B,2,0,TRIANGLE,0.016807,13,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,10,A,2,3,DIAMOND,0.001658,6,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090001__Astart,11,B,3,2,CIRCLE,0.000336,2,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,0,B,1,1,CIRCLE,1.301173,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,1,A,2,2,CIRCLE,1.263230,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,2,B,1,2,SQUARE,1.300703,49,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,3,A,0,3,TRIANGLE,1.256785,41,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,4,B,2,1,SQUARE,1.300432,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,5,A,1,0,DIAMOND,0.324998,30,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,6,B,1,3,CIRCLE,0.394046,14,0,0,1,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090002__Bstart,7,A,0,2,DIAMOND,0.000665,23,1,1,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,0,A,1,1,CIRCLE,1.275204,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,1,B,1,2,SQUARE,1.300420,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,2,A,3,0,SQUARE,1.259389,50,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,3,B,3,3,CIRCLE,1.300395,39,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,4,A,2,1,DIAMOND,1.255079,36,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,5,B,0,2,TRIANGLE,0.910322,29,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,6,A,1,0,CIRCLE,0.150229,23,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,7,B,2,2,SQUARE,0.047636,22,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,8,A,0,0,SQUARE,0.019552,14,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,9,B,2,0,TRIANGLE,0.016745,13,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,10,A,2,3,DIAMOND,0.001655,6,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120001__Astart,11,B,3,2,CIRCLE,0.000343,2,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,0,B,1,1,CIRCLE,1.300307,64,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,1,A,2,2,CIRCLE,1.265183,53,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,2,B,1,2,SQUARE,1.300668,49,0,0,0,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,3,A,0,3,TRIANGLE,1.255790,41,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,4,B,3,0,DIAMOND,1.300417,36,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,5,A,3,1,SQUARE,0.550948,27,0,0,0,0,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,6,B,2,1,TRIANGLE,0.623695,23,0,0,1,1,ok
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120002__Bstart,7,A,2,0,CIRCLE,0.000315,20,1,1,0,0,ok
